Key,Value
Silk Beetle Bestiary,"{silk_beetle_name}은(는) 심연의 울창한 숲에서 나무에 매달린 모습으로 자주 발견된다.

자기 몸무게의 최대 네 배에 달하는 실을 만들어 작은 곤충을 잡는 튼튼한 그물에 사용한다.

지상으로 가져갈 수 있다면 훨씬 효율적인 비단 대량 생산이 가능할지도 모른다..."
Shinyrail Shark Bestiary,"지하 호수의 깊은 곳에서 발견되는 {shark_name} 역시 심연 크리처의 생물 발광 경향을 보여 준다.

하지만 방어가 아니라 짝을 찾는 신호로 사용한다.

안타깝게도 아름다운 빛은 대개 기생충까지 끌어들인다."
Irontail Salamader Bestiary,"{irontail_name}의 행동을 지배하는 가장 중요한 요소는 햇빛이다.

삶의 목적은 햇볕을 쬐고 가끔 작은 먹잇감을 사냥하는 것뿐이다.

하지만 영역 본능이 매우 강해 더 햇볕이 잘 드는 휴식처를 차지하려고 서로 죽이는 경우가 많다."
Swordbird Bestiary,"차가운 호수와 분지 위를 날아다니는 {swordbird_name}은(는) 지상의 알바트로스와 가까운 친척이다.

주요 공격 방식은 물의 표층으로 급강하해 먹잇감, 주로 {walrus_fish_name}을(를) 꿰뚫는 것이다.

포유류를 먹는 더 큰 새와 경쟁하지 않으려고 물고기를 선호하는 듯하다."
Kerabeetle Bestiary,"깊이 내려갈수록 심연의 크리처를 지상의 생물과 연결하기가 점점 어려워진다.

{kerabeetle_name}은(는) 이를 잘 보여 주는 예다.

어쩌면 이곳의 적응을 이끄는 힘은 자연 선택뿐이 아닐지도 모른다..."
Shroomzard Bestiary,"이 크리처는 등에 버섯을 기르는 놀라운 능력이 있다.

{shroomzard_name}들은 대개 서로의 등에 난 버섯을 먹으며 단백질을 보충할 때만 드물게 사냥한다.

그래도 그 버섯을 인간이 먹을 수 있는지 시험할 용기는 나지 않는다."
Woolly Tamaraw Bestiary,"이 크고 위험한 크리처는 외형과 행동 모두 소와 비슷하지만 잡식성이라는 큰 차이가 있다.

돌진당하지 않으려면 건드리지 않는 편이 좋다.

지금까지 본 바로는 충돌하면 거의 반드시 죽는다..."
Windgull Bestiary,"심연의 상층을 날아다니는 {windgull_name}은(는) 내가 만난 가장 빠른 크리처 중 하나다.

강한 기류를 만들어 큰 힘을 들이지 않고도 미끄러지듯 난다.

작은 크리처를 절벽 밖으로 날려 버린 뒤 떨어지는 도중 낚아채는 데 이 기술을 쓰는 모습도 관찰했다."
Scaly Dragon Bestiary,"{scaly_dragon_name}은(는) 이빨이 없는 대신 온몸을 뒤덮은 뾰족한 비늘을 활용한다.

비늘은 방어 수단이지만 빠르고 민첩한 꼬리 덕분에 공격에도 쓸 수 있다.

죽일 수 있는 포식자도 있지만 살을 발라내기 어려워 대개 피한다."
Pachi Bestiary,"{pachi_name}은(는) 심연에서 가장 무거운 포유류 중 하나로 하루에 식물을 수백 킬로그램씩 먹는다.

위험도를 낮게 매기려 했지만 방심한 {ducknuk_name}이(가) 새끼 {pachi_name}에게 너무 가까이 갔을 때 어미가 보인 반응을 보고 생각을 바꿨다."
Crystalon Bestiary,"{crystalon_name}의 머리에 박힌 둥근 수정은 신경 기능과 직접 연결된 듯하다. 수정이 없으면 균형을 잡거나 주변을 탐색하지 못한다.

하지만 <u>건강한</u> {crystalon_name}과(와)의 만남은 거의 반드시 나쁜 결말로 끝난다."
Tricaudal Hyena Bestiary,"심연에서 가장 집요한 야수 중 하나가 {hyena_name}이다.

대단히 영리하며 먹잇감을 발견하면 절대 물러서지 않고 둥지까지 따라간다.

꼬리는 {feather_mole_name}이(가) 판 터널을 지나는 데 특화되어 있지만 속지 마라. 인간 같은 더 큰 크리처도 충분히 쓰러뜨릴 수 있다..."
Lightbringer Bestiary,"심층의 좁은 터널에서 보고 싶지 않은 것 중 으뜸은 밝은 흰색 빛이다.

{lightbringer_name}은(는) 생물 발광 '눈'으로 빛에 익숙하지 않은 심층 크리처의 방향 감각을 흐린 뒤 통째로 삼킨다.

깊은 곳에서 시야가 더 밝았으면 좋겠다고 생각했지만 이런 뜻은 아니었다..."
Silent One Bestiary,"이 괴물과 눈이 마주치면 <u>반드시</u> 죽는다.

관찰당하는 순간을 항상 감지하는 듯하고, 대개 시선을 되돌려 보내기 때문에 자세히 연구할 용기가 나지 않는다."
Hipponimus Bestiary,"물 밖에서는 드물게 발견되는 {hipponimus_name}은(는) 하루 종일 호수 바닥을 훑으며 먹이를 찾는다.

큰 입으로 호수 바닥을 쓸고 지나가며 해양 눈을 먹는다."
Great Elk Bestiary,"{elk_name}은(는) 흥미로운 사냥 전략을 고안했다.

큰 비명을 질러 포식자를 불러들이고 일부러 공격하게 만든다.

포식자가 충분히 가까이 오면 입속 분비샘에서 마취 가스를 내뿜어 무력화한다."
Shell Cat Bestiary,"{cat_name}은(는) 심연의 공생을 보여 주는 놀라운 사례다.

딱딱한 껍질 안에는 먹물 민달팽이와 닮은 기묘한 크리처 군체가 보호를 받으며 번성한다.

그 대가로 민달팽이는 끈적한 물질을 분비해 {cat_name}이(가) 작은 설치류와 먹잇감을 더 효과적으로 붙잡게 한다."
Shell Panther Bestiary,"{cat_name}은(는) 말 그대로 껍질을 깨고 나와 무자비한 {panther_name}(으)로 변했다.

작았던 먹물 민달팽이 군체는 이제 공생자의 몸 대부분을 뒤덮어 민첩성과 힘을 높인다.

가끔 군체가 팔다리처럼 뻗어 {panther_name}에게 놀라운 움직임의 다양성을 제공하기도 한다."
Lumi Bestiary,"반딧불이의 작은 친척인 이 크리처는 완벽한 구형이다... 몸에 공기역학적 요소가 전혀 없다는 점을 생각하면 조금 이상하다.

친척처럼 생물 발광으로 짝을 유인한다. 안타깝게도 짝의 빛과 {lantern_dog}의 전구 빛을 구별할 만큼 영리하지는 않다."
Bell Rat Bestiary,"기묘한 종 모양 껍질은 속이 완전히 비어 있어 실제 종처럼 쓸 수 있다.

꼬리로 껍질을 쳐 서로 다른 주파수를 만들고 다양한 메시지를 전달한다. 위협받으면 유리를 깨뜨릴 만큼 강력한 고음을 낸다."
False Yeti Bestiary,"어떤 크리처라도 감히 영역을 침범하면 {false_yeti}은(는) 침입자를 제거할 때까지 쉬지 않는다.

도망친다면 냄새를 기억해 끝없이 추격한다. 더 섬뜩한 점은 먹잇감을 죽이지 못할 경우 깊은 복수심에 사로잡힌 것처럼 그 후손이나 가까운 친척을 대신 사냥한다는 것이다..."
Lumi Swarm Bestiary,"{lumi_name}이(가) 통제할 수 없을 만큼 자신을 복제하기 시작했다! 내 눈을 믿기 어렵다.

기하급수적인 속도로 늘어나 안전이 걱정된다.

뒤에 남은 파괴의 흔적을 보면 이 군집에 이해하거나 사고할 만큼의 조직력은 없는 듯하다..."
Colossal Clawed Spider Bestiary,"수수께끼처럼 들리겠지만 {spider_name}은(는) 거의 언제나 화가 나 있다.

좋아하는 먹이를 주고 함께 놀아 보기도 했지만 끊임없이 짜증을 낸다.

화가 났다는 것을 어떻게 확신하냐고? 배가 고프거나 위협받지 않아도 기회만 생기면 무해해 보이는 크리처까지 인접한 모든 크리처를 공격한다. 다행히 아군은 알아보고 해치지 않는다."
Escarneige Entry,"이 민달팽이는 심연의 추운 지역에서 번성하며 베르그만의 법칙에 따라 친척보다 큰 몸을 진화시켰다.

얼굴의 두 코로 눈을 뿜고 그것을 다시 먹는다. 처음에는 무의미한 순환이라 생각했지만 심연의 공기에는 영양분이 떠다니며, 이 과정을 통해 붙잡아 섭취한다는 사실을 깨달았다."
Electro Lizard Entry,"산악 서식지에 풍부한 바위를 하루 종일 먹으며 이온을 흡수한다. 그 결과 뿔 끝에 강한 전위를 만들 수 있다.

이 전하는 비상시 강력한 방어 수단이 되어 들이받은 상대에게 심한 충격을 준다. 흥미롭게도 수컷과 암컷은 뿔의 극성이 반대다. 자석처럼 성별이 다르면 서로 끌어당기고 같으면 밀어낸다."
Nenukwak Entry,"이 크리처는 같은 늪 환경에 사는 {swampbear_name}와(과) 완전히 독립적으로 놀라운 위장을 발달시켰다. 늪에 사는 크리처를 최대한 눈에 띄지 않게 만드는 강한 선택압이 작용하는 듯하다...

또한 {nenukwak_name}은(는) 부력을 조절하는 흥미로운 방법을 찾았다. 돌을 삼키거나 토해 내어 사냥할 때는 가라앉고 숨을 때는 떠오를 수 있다."
Carnitrap Entry,"처음 보면 {carnitrap_name}은(는) 위장을 위해 꽃잎 같은 부속지를 진화시킨 포유류로 생각하기 쉽다.

하지만 여러 특징은 실제로 식물에서 유래했음을 시사한다. 일부 에너지를 광합성으로 얻는 듯하며, 알은 씨앗과 매우 비슷해 새끼가 제대로 자라려면 땅에 묻어야 한다."
Cervibois Entry,"{cervibois_name} 곁에 있는 경험은 말로 표현하기 어렵다. 인간의 귀로 듣기 힘들 만큼 낮지만 분명히 느낄 수 있는 으르렁거림을 끊임없이 낸다.

다른 생명체는 그 주파수에 매우 긍정적으로 반응한다. 나도 진정과 활력 회복 효과를 경험했다. 곁에 없을 때면 그 소리를 갈망할 지경이었다."
Nostroptere Entry,"이 야행성 포식자는 지상의 표범과 비슷한 생태적 지위를 차지하며 짧은 거리를 활공해 놓치기 쉬운 먹잇감까지 낚아챌 수 있다.

먹잇감을 대하는 방식은 유난히 무자비하다. 사냥하는 동물을 겁주고 가지고 노는 일을 즐기는 듯하다. 간단한 실험 결과 충격 속에 죽은 먹잇감의 맛을 더 선호하는 듯했다."
Tadwhale Entry,"믿을 수 없을 만큼 희귀한 이 크리처는 심연의 가장 깊은 지층에서 태어난 듯하다. 오직 탈출만을 목표로 하는 것처럼 쉬지 않고 위로 올라간다.

하지만 마지막 순간 무언가에 정신이 팔린 듯 설명할 수 없이 멈추고, 알 수 없는 무언가를 찾는 데 집중한다."
Sky Whale Entry,"살아 있는 {skywhale_name}의 장엄한 모습에는 할 말을 잃게 된다. 모든 고생을 보상하고도 남는다. 태양을 가리고 구름을 엮으며 태풍을 일으키는 하늘의 레비아탄이다.

장엄한 비행은 자연 공학의 기적이다. 조직에는 미세한 주머니가 무수히 섞여 있고 체온으로 데워지면 살아 있는 열기구처럼 거대한 몸을 띄운다."
Thousand-Year Deer Entry,"{deer_name}의 모습을 한 번이라도 보는 것? 모든 탐험가의 궁극적인 꿈이다. 길들인다고? 상상조차 할 수 없는 열망이다. 크기와 관계없이 어떤 크리처도 굴복시키고 인간마저 경외감에 무릎 꿇게 한다는 압도적인 '기운'에 관한 이야기를 수없이 들었다.

과학자로서 현재의 전설은 명백한 과장이라고 말해야 한다. 그런데도 비합리적으로, 먼 옛날 이 야수가 정말 그런 힘을 <u>가졌으며</u> 지금은 한때 지고했던 존재의 일부분만 남았다고 믿게 된다."
Tongue Biter Entry,"{tongue_biter_name}의 가장 큰 무기는 혀다. 날카로운 눈으로 높은 정확도를 확보하고 턱으로 먹잇감을 고정한 뒤 치명적인 이빨을 박는다.

하지만 이 장점이 몰락의 원인이 되기도 한다. 나이가 들어도 혀가 계속 자라 결국 입을 닫을 수 없게 되고 굶어 죽는다. 다만 그때쯤에는 번식 능력을 잃었을 가능성이 높아 자연의 순환에서는 이미 역할을 다한 셈이다."
Weeper Entry,"모든 조직이 줄기세포로 되돌아가 재생할 수 있다. 아무리 끔찍한 상처라도 회복하지 못하는 법이 없다. 지금까지 알아낸 유일한 살해 방법은 심장을 파괴해 재생 과정을 완전히 막는 것이다. 하지만 어떤 크리처도 특별히 먹으려 들지 않는다.

불멸이라면 삶에 싫증이 나기까지 얼마나 걸릴까? 무슨 일을 해도 죽을 수 없다면 결국 {deep_weeper_name}처럼 울게 될까?"
Shadow Moth Entry,"{shadow_moth_name}은(는) 심연의 절벽과 균열 깊은 곳을 누구의 도전도 없이 지배한다.

아무리 애써도 어떤 초월적인 감각으로 먹잇감을 찾는지 알아내지 못했다. 시각도 청각도, 심지어 반향정위도 아니라고 확신한다. 하지만 언제나 진실을 <u>꿰뚫어 본다. </u>
"
Polro Entry,"예티를 닮은 이 크리처는 앞다리에 뿔 같은 판을 진화시켜 하루 종일 눈을 밀어내며 뚜렷한 길을 남긴다.

눈 아래 숨은 작은 먹잇감을 드러내기 위한 행동이 분명하다. 심연에서는 눈 속에 숨는 것이 매우 흔한 은신 전략이다."
Chasm Horror Entry,"이 혐오스러운 크리처는 생각만 해도 불안하다. 얼굴은 인간과 거의 비슷하지만 머리는 곤충처럼 빠르게 경련하며 방향을 바꾼다.

대부분의 크리처가 피하려 하지만 그러지 못한 대상은 {chasm_horror_name}에게 믿기 어려울 만큼 잔혹하게 얻어맞아 의식을 잃는다.

이런 존재가 있다는 사실 자체가 도무지 이해되지 않는다..."
Starter Chicken Entry,"다른 새와 달리 이 탐욕스러운 닭목 조류는 변온성이며 가시 돋친 볏으로 체온을 조절한다.

흥미롭게도 체온 변화는 기분, 특히 용맹함에 큰 영향을 준다. 몸이 뜨거울 때는 좀처럼 위협에서 물러서지 않지만 체온이 낮아지면 겁이 많아져 위험의 기미만 보여도 달아난다."
Chicken Evolution Entry,"{xerogriffin_name}의 포유류 같은 체형은 새치고는 이례적이지만 하늘을 나는 데 아무 문제가 없다. 튼튼한 몸 덕분에 비행 중 인간이나 작은 크리처를 등에 태울 수도 있다.

또한 {xerogriffin_name}은(는) 이전 형태의 사나운 기질을 유지한 듯하다. 이제 온혈 동물이 된 걸까? 불리한 상황에서도 싸움에 뛰어들고 동료에게도 같은 용기를 북돋는 모습을 보았다. 동료를 고무하는 힘이 너무 커서 내 크리처를 나보다 더 잘 지휘하는 것처럼 느껴질 정도다..."
Skull Crab Entry,"이 털 달린 갑각류는 육상 생활에 완전히 적응했고 작은 곤충을 쫓는 꼬리까지 발달했다.

얼굴에는 큰 구멍 두 개가 있는데 포식자를 겁주는 가짜 눈무늬일 가능성이 높다. 체온 조절에도 도움이 될 수 있다.

사회성도 높아 가족과 함께 둥지와 식량 저장고를 지키며 꽃과 나무껍질 조각으로 꾸미기를 좋아한다."
Sand Leviathan Entry,"이 크리처의 얼굴은 왜 인간의 두개골과 그렇게 닮았을까? 우연이 분명하지만 그렇다고 덜 위협적인 것은 아니다...

두려움에는 충분한 이유가 있다. 특히 모래 위에서 엄청난 속도로 기어가 먹잇감을 통째로 삼킨다. 희생자는 믿을 수 없이 튼튼한 소화관 안에 갇혀 산 채로 천천히 소화된다. 가끔 피부 아래에서 몸부림치는 모습이 보인다. 오싹하다..."
Marafuu Entry,"먹이를 찾아 나무 사이를 활공하는 {marafuu_name} 무리를 보는 일은 드물지 않다. 작은 곤충이든 잘 익은 과일이든 가리지 않는다. 

처음에는 고속 비행 중 호흡이 어려울 것이라 생각했지만 몸이 이에 맞춰져 있다. 코와 입으로 들이마시고 등의 특수한 구멍으로 내쉬어 활공 중에도 산소가 계속 흐른다.

부작용이라고는 공기가 빠져나갈 때 피리처럼 부드러운 소리가 나는 것뿐이다."
Silver Beetle Entry,"이 작은 크리처가 독에 취약한 상대, 아마 자연 포식자를 물면 믿기 어렵게도 피해자의 온몸에 변태가 일어난다!

변화가 진행되는 몇 시간 동안 혼란과 메스꺼움 속에서 고통받으며, 가장 중요한 점은 더 이상 {silver_beetle_name}을(를) 쫓는 데 관심을 두지 않는다는 것이다.

내 눈으로 직접 보지 않았다면 결코 믿지 못했을 것이다..."
Snow Kangaroo Entry,"장난기 많은 이 유대류는 동료와 함께 눈밭을 뛰노는 일을 즐긴다.

잡식성이지만 놀랄 만큼 입맛이 고급스러워 가장 맛있는 버섯을 찾아내려고 오랫동안 눈을 판다. 구애 의식에서도 잠재적인 짝에게 진미를 선물하는 과정이 중요하다."
Mamoswine Entry,"고를 수 있다면 이 성질 나쁜 거인은 물을 마시기보다 얼음을 씹어 먹으며, 취향을 만족시키기 위해 빙하 덩어리 전체를 부수는 것도 망설이지 않는다.

단단한 눈을 입맛대로 부술 수 있다면 적대적으로 여기는 크리처에게 무엇을 할 수 있을지 상상해 보라..."
Hamster Entry,"이 귀여운 설치류는 매우 비싸고 인기 높은 애완동물로 대중에게 잘 알려져 있다.

사육 상태에서는 번식을 거부하지만 심연에서는 엄청난 수로 번성한다. 야생 {hamster_name}은(는) 몸집도 훨씬 크게 자라는 경향이 있는데 자연 서식지의 먹이가 더 알맞기 때문일 것이다."
Aberration Entry,"이른바 '실험 실패작' 곁에 있으면서 한 가지를 깨달았다. 지금까지 만난 가장 무자비한 포식자에게도 희미한 품위와 생명을 향한 원초적인 존중이 있었지만 이 흉물에게는 전혀 없다. 말로 설명하기 어렵지만 진정 소름 끼친다.

그리고 외과의가 <i>이것</i>을 실패로 여긴다면 성공작은 어떤 모습일지 상상하기도 두렵다..."
Wolfuwa Entry,"하이에나와 코요테의 중간처럼 생긴 작지만 집요한 {wolfuwa_name}은(는) 홀로 다니는 청소 동물이다. 

큰 눈 덕분에 특히 밤에 시력이 뛰어나지만 순한 눈빛에 속아서는 안 된다. 사나운 성격과 전례 없는 끈기로 무리나 거대 포식자를 상대로도 사체를 지키거나 빼앗을 수 있다."
Tusked Gecko Entry,"대부분의 도마뱀붙이가 작은 곤충을 먹는 것과 달리 이 표본은 악어처럼 거대한 턱에서 보이듯 훨씬 큰 먹잇감을 상대하도록 만들어졌다.

침이 묻은 엄니로 대상을 찔러 강력한 진정제를 주입하며 희생자는 몇 분 안에 의식을 잃는다. 침의 효과가 너무 강해 도마뱀 자신도 영구적으로 잠든 듯한 상태이며 거의 전적으로 근육 기억에 의존해 움직인다."
Leposiodon Entry,"흥미롭게도 {leposiodon_name}은(는) 이전 형태와 완전히 다른 환경에 적합하다!

심연의 돌연변이, 특히 특수한 딱정벌레가 일으키는 변화는 우리가 아는 진화가 단순히 가속된 형태가 아닌 듯하다. 정상적인 상황이라면 {tusked_gecko_name}이(가) 이런 진화 경로를 택했을 리 없다고 생각한다. 물론 내가 틀릴 수도 있다."
Skrimp Entry,"동물계에서 홀수 개의 팔다리는 본 적이 없었다... 지금까지는. 정말 이해하기 어렵지만 {skrimp_name}에게는 잘 맞는 듯하다.

아홉 발가락마다 난 수천 개의 밀랍성 털이 표면 장력으로 몸을 띄운다. 호수와 연못 수면을 미끄러지며 작은 물고기와 조류를 먹는 모습이 자주 관찰된다."
Snail Entry,"{snail_name} 껍질의 밝은 무늬를 처음 보았을 때는 즉시 경고색이라고 생각했다.

하지만 진짜 목적은 폭우 뒤 수백 마리가 땅을 뒤덮을 때 드러난다. 수많은 껍질 위에서 움직이는 무늬는 방향 감각을 심하게 흐리고 심지어 최면에 빠뜨린다. 효과가 워낙 강해 달팽이가 이를 강화하는 약한 환각 물질까지 내뿜는 것은 아닌지 의심스럽다."
Candy Ram Entry,"양의 친척인 이 크리처는 뿔로 빛나는 흔적을 남겨 영역을 표시한다. 워낙 평화로워 적극적으로 지키지는 않는다. 

원정 초반에는 {candy_ram_name} 고기를 식량으로 삼기를 권한다. 비교적 사냥하기 쉬울 뿐 아니라 살에서는 입맛을 만족시킬 진하고 달콤한 맛이 난다."
Ancient One Entry,"두꺼운 굳은살과 티눈이 이 거인의 피부를 뒤덮고 그 위에 식물이 자라 나무 같은 모습이 되었다.

기질은 {former_human_name}보다도 반응이 없으며 의식이나 걱정의 흔적을 전혀 보이지 않는다. 궁금하다... 심연을 수백 년 헤맨 인간이 맞는 운명일까, 아니면 전적으로 내가 만들어 낸 크리처일까? 어느 쪽이든 똑같이 불안하다..."
Gazebud Entry,"이 꽃에 가까이 가지 마라! 접근한 동물은 극심한 방향 감각 상실을 겪으며 인간도 예외가 아니다. 경험상 식물이 설명할 수 없는 방식으로 감각을 '반전'시키는 듯하다. 위가 아래가 되고 앞이 뒤가 된다... 초식 동물이 피하는 것도 당연하다.

효과에 당하지 않고는 접근할 수 없어 더 자세히 연구하지 못한다... 몹시 답답하다."
Crookpoach Entry,"넓은 목구멍과 가슴으로 다양한 큰 울음소리를 내며 입안의 막을 빠르게 펄럭여 음색을 조절한다. 그렇게 만들어진 소리는 독특한 만큼 불안감을 준다.

그 외의 해부학적 구조는 대부분 수수께끼다. 특히 돌 같은 등이 흥미롭다. 좁은 터널 벽에 긁히는 것을 막기 위한 구조일까?"
Fayardam Entry,"지나치게 크고 늘어진 성문에는 여러 기능이 있다. 철퇴 같은 무기로 쓰고 작은 곤충을 붙잡아 먹으며, 다른 {fayardam_name}이(가) 해석할 냄새 신호를 남기는 액체도 흘린다.

{fayardam_name}은(는) 영역 본능이 강하지만 위협받지 않으면 공격할 가능성은 낮다. 귀와 꼬리를 펄럭이는 모습을 보았다면 공격이 임박했다는 신호이니 조심해야 한다."
Pinky Entry,"절대 접근하지 마라.

처음 만난 {pinky_name}은(는) 내가 달아나기 전 거의 스치기만 했다. 하지만 그것만으로도 평생 겪은 것 중 가장 끔찍한 병에 걸렸다. 일주일가량 엄청난 고통 속에 있었다. 너무 끔찍해 일주일이 아니라 수십 년을 괴로워한 것처럼 느껴졌고 매 순간을 또렷이 느꼈다.

회복 후 면역 체계가 강해졌기 때문에 다른 표본을 길들이고 기록할 수 있었을 뿐이다. 다시 말하지만 나는 운이 좋았다. <u>접근하지 마라.</u>"
Vanta Panther Entry,"{masked_howler_name}의 천적인 이 크리처는 동물에게서 볼 줄 몰랐던 행동을 한다. 짜릿한 싸움을 적극적으로 찾아다니는 듯하다.
    
마주치더라도 자신보다 '격이 낮다'고 판단해 무시할 수 있다. 하지만 동료들이 흥미로운 상대라고 판단한다면 믿을 수 없는 흉포함을 볼 각오를 해야 한다. 물러서는 모습을 본 적이 없어 그렇게 되면 희생은 거의 피할 수 없다."
Tortoa Entry,"관찰 결과 {tortoa_name}들은 포식자를 피하려고 급류에서 산다.

암컷의 껍질에는 손잡이 같은 독특한 돌기가 있어 새끼가 매달린 채 거친 물살을 안전하게 지나갈 수 있다.

알도 물방울 모양이라 유선형을 이루고 강한 물살에 떠내려가지 않는다. 흥미로운 적응이다!"
Crocodile Entry,"악어를 닮은 이 작은 파충류는 부신이 지나치게 발달해 큰 위험에 처하면 믿을 수 없는 힘을 발휘한다.

궁지에 몰린 한 마리가 자기보다 여섯 배 큰 {irontail_salamander_name}을(를) 한 번 물어 쓰러뜨리는 모습을 보았다. 턱을 너무 세게 닫아 스스로 탈구될 정도였다!"
Monarch Sloth Entry,"이 크리처와의 경험은 특히 두려웠다. 내 목숨을 걱정하게 만든 것은 동물 자체뿐 아니라 영역까지 포함됐다.

{monarch_sloth_name}은(는) 내장을 꺼낸 사체로 형상을 만들어 영역을 표시한다... 구역질 나는 광경으로 침입자에게 다가오면 수집품이 될 것이라고 분명히 경고한다. 형상이 먼저 보이지 않더라도 냄새는 반드시 맡게 된다."
Poison Reptile Entry,"{poison_reptile_name}들은 이마의 구멍에서 강한 독성 액체를 뿜어 희생자의 눈을 멀게 하거나 상처를 감염시킨다.

대개 3~5마리가 무리를 이루어 영역을 순찰하며 먹이를 찾는다. 서로 다른 무리끼리는 특별히 우호적이지도 노골적으로 적대적이지도 않다는 점이 흥미롭다."
Giraffe Entry,"{giraffe_name}들은 광대한 지하 폭포 지대에 사는 적대적인 사회성 생물이다.

부모는 다양한 크리처를 효과적으로 상대하는 방법을 새끼에게 가르치는 데 오랜 시간을 쓴다. 이를 위해 다른 종의 <u>어린 개체를 납치해</u> 연습 상대로 삼기까지 한다. 소름 끼친다.

그래서 홀로 있는 {giraffe_name}도 상당한 위협이다. 최대 50마리가 모인 부족까지 본 적이 있다..."
